Year,Program,ID#,Date,Time,Site/Captain,Lat,Long,Depth (m),Secchi (m),Water Temp at 1 meter (C),Water Sample Method,Total Microcystins (µg/L),Chlorophyll (µg/L),TSS (g/L),NVSS (g/L),AFDW (g/L),Nitrate+NO2 (µmol/L),Ammonium (µmol/L),Nitrite (µmol/L),DRP (µmol/L),Silicate (µmol/L),Nitrate (µmol/L),TP (µmol/L),TKN (µmol/L),TN (µmol/L),TN:TP (molar),Green algae-chla µg/l,Bluegreen algae-chla µg/l,Diatoms-chla µg/l,Cryptophytes-chla µg/l,Yellow substances µg/l,FluoroProbe total chla µg/l,Nitrate+NO2 (µg N/L),Ammonium (µg N/L),Nitrite (µg N/L),DRP (µg P/L),Silicate (µg Si/L),Nitrate (µg N/L),TP (µg P/L),TKN (µg N/L),TN (µg N/L),TN:TP (mass)
2013,Charter Captains,2013CC001,7/15/2013,13:05,D. Lowther,41.64808,-83.09892,5.49,2.37,27.11,0-2 meter intergraded,0.62,8.08,0.00360,0.00070,0.00290,34.468,0.070,0.527,0.000,1.807,34.714,0.868,,,,,,,,,,482.79,0.98,7.38,0.00,50.75,486.24,26.90,,,
2013,Charter Captains,2013CC002,7/15/2013,13:35,P. Pacholski,41.55957,-82.91275,6.28,2.00,26.11,0-2 meter intergraded,0.68,7.85,0.00693,0.00187,0.00507,36.281,1.837,0.549,0.000,7.618,36.547,0.705,,,,,,,,,,508.19,25.73,7.69,0.00,213.96,511.91,21.85,,,
2013,Charter Captains,2013CC003,7/15/2013,10:00,D. Spangler,41.70483,-83.26417,5.18,1.98,25.33,0-2 meter intergraded,0.73,6.52,0.00613,0.00107,0.00507,39.158,1.095,0.627,0.000,7.672,39.400,0.455,,,,,,,,,,548.49,15.34,8.78,0.00,215.48,551.88,14.10,,,
2013,Charter Captains,2013CC004,7/15/2013,14:00,J. Tucholski,41.61907,-82.93282,7.01,4.00,25.00,0-2 meter intergraded,0.36,2.91,0.00290,0.00050,0.00240,15.851,1.011,0.297,0.000,5.195,15.893,0.275,,,,,,,,,,222.02,14.16,4.16,0.00,145.91,222.61,8.53,,,
2013,Charter Captains,2013CC005,7/22/2013,10:45,D. Spangler,41.64872,-83.09860,5.33,2.30,25.78,0-2 meter intergraded,0.37,3.87,0.00227,0.00053,0.00173,33.641,1.720,0.475,0.000,10.016,33.932,0.516,,,,,,,,,,471.21,24.09,6.65,0.00,281.31,475.29,15.99,,,
2013,Charter Captains,2013CC006,7/22/2013,15:00,R. Unger,41.56917,-82.76800,7.01,1.98,25.56,0-2 meter intergraded,0.50,7.85,0.00347,0.00147,0.00200,36.821,2.409,0.604,0.087,6.410,37.030,0.756,,,,,,,,,,515.75,33.74,8.46,2.69,180.03,518.68,23.43,,,
2013,Charter Captains,2013CC007,7/29/2013,11:16,P. Pacholski,41.70383,-83.24183,6.55,2.00,21.94,0-2 meter intergraded,1.34,9.42,0.00587,0.00133,0.00453,92.030,2.299,1.227,0.042,9.310,92.919,1.024,,,,,,,,,,1289.06,32.20,17.19,1.30,261.48,1301.52,31.73,,,
2013,Charter Captains,2013CC008,7/29/2013,11:45,D. Spangler,41.64930,-83.09838,5.06,2.74,21.83,0-2 meter intergraded,1.31,4.71,0.00387,0.00173,0.00213,50.334,1.260,0.451,0.000,12.006,51.105,0.639,,,,,,,,,,705.03,17.65,6.32,0.00,337.20,715.83,19.80,,,
2013,Charter Captains,2013CC009,7/29/2013,12:20,D. Lowther,41.56235,-82.89247,5.21,1.76,23.06,0-2 meter intergraded,1.23,4.60,0.00613,0.00160,0.00453,33.371,2.647,0.424,0.199,4.139,33.721,0.762,,,,,,,,,,467.43,37.08,5.94,6.16,116.25,472.33,23.61,,,
2013,Charter Captains,2013CC010,7/29/2013,12:05,D. Lowther,41.57435,-82.94498,6.74,1.27,22.33,0-2 meter intergraded,0.45,14.13,0.01213,0.00667,0.00547,31.536,1.990,0.531,0.023,2.433,31.697,1.046,,,,,,,,,,441.72,27.87,7.44,0.71,68.33,443.98,32.41,,,
2013,Charter Captains,2013CC011,7/29/2013,14:30,R. Unger,41.56903,-82.76773,6.40,1.07,22.22,0-2 meter intergraded,1.51,36.78,0.01200,0.00440,0.00760,42.663,0.932,1.223,0.067,6.490,42.227,1.619,,,,,,,,,,597.58,13.05,17.13,2.08,182.28,591.47,50.16,,,
2013,Charter Captains,2013CC012,8/5/2013,,P. Pacholski,41.69417,-83.26398,5.18,0.81,22.39,0-2 meter intergraded,23.99,86.53,0.01947,0.00480,0.01467,159.668,0.000,1.355,0.023,8.844,162.215,3.462,,,,,,,,,,2236.47,0.00,18.98,0.71,248.39,2272.15,107.24,,,
2013,Charter Captains,2013CC013,8/5/2013,13:58,D. Spangler,41.64808,-83.09890,8.23,0.30,22.78,0-2 meter intergraded,2.84,14.97,0.00547,0.00160,0.00387,48.863,0.175,0.801,0.000,6.257,49.142,0.891,,,,,,,,,,684.42,2.45,11.22,0.00,175.73,688.33,27.61,,,
2013,Charter Captains,2013CC014,8/5/2013,14:36,D. Lowther,41.56065,-82.88750,5.03,1.83,22.39,0-2 meter intergraded,2.09,14.85,0.00653,0.00267,0.00387,54.765,0.000,0.671,0.000,4.027,55.372,1.320,,,,,,,,,,767.09,0.00,9.40,0.00,113.10,775.60,40.90,,,
2013,Charter Captains,2013CC015,8/5/2013,,J. Tucholski,41.62207,-82.93805,7.01,3.76,22.89,0-2 meter intergraded,2.20,7.85,0.00280,0.00067,0.00213,49.345,0.721,0.772,0.000,5.689,49.674,0.525,,,,,,,,,,691.18,10.10,10.81,0.00,159.78,695.78,16.27,,,
2013,Charter Captains,2013CC016,8/5/2013,15:00,R. Unger,41.56932,-82.76808,6.71,1.41,22.22,0-2 meter intergraded,5.26,17.61,0.00547,0.00120,0.00427,39.430,0.321,0.786,0.022,5.729,39.474,0.822,,,,,,,,,,552.30,4.50,11.01,0.68,160.90,552.91,25.47,,,
2013,Charter Captains,2013CC017,8/12/2013,9:00,D. McGee,41.68953,-83.26528,5.27,0.67,23.33,0-2 meter intergraded,7.54,10.66,0.00680,0.00120,0.00560,75.562,0.456,0.652,0.000,6.555,76.754,0.952,,,,,,,,,,1058.40,6.39,9.13,0.00,184.10,1075.09,29.50,,,
2013,Charter Captains,2013CC018,8/12/2013,9:30,D. Spangler,41.64867,-83.09803,5.03,1.68,23.22,0-2 meter intergraded,2.73,9.70,0.00480,0.00040,0.00440,60.795,0.706,0.594,0.000,8.429,61.664,0.805,,,,,,,,,,851.56,9.89,8.32,0.00,236.74,863.73,24.94,,,
2013,Charter Captains,2013CC019,8/12/2013,11:10,D. Lowther,41.56075,-82.72320,9.14,1.02,22.61,0-2 meter intergraded,5.20,42.20,0.01340,0.00540,0.00800,11.152,0.000,0.501,0.000,19.919,10.804,1.586,,,,,,,,,,156.21,0.00,7.02,0.00,559.45,151.33,49.13,,,
2013,Charter Captains,2013CC020,8/12/2013,9:10,J. Tucholski,41.59673,-82.91980,6.40,1.63,23.22,0-2 meter intergraded,3.31,11.84,0.00480,0.00140,0.00340,40.538,0.000,0.546,0.000,5.919,40.923,1.077,,,,,,,,,,567.82,0.00,7.65,0.00,166.24,573.21,33.37,,,
2013,Charter Captains,2013CC021,8/12/2013,14:30,R. Unger,41.56920,-82.76817,6.40,1.12,22.22,0-2 meter intergraded,5.16,34.13,0.00740,0.00080,0.00660,17.406,0.000,0.542,0.074,15.662,17.172,1.324,,,,,,,,,,243.81,0.00,7.59,2.29,439.88,240.53,41.02,,,
2013,Charter Captains,2013CC022,8/19/2013,,D. McGee,41.69620,-83.27543,5.18,1.38,22.22,0-2 meter intergraded,4.61,26.07,0.01420,0.00680,0.00740,67.392,0.935,0.684,0.000,6.181,68.321,1.238,,,,,,,,,,943.96,13.10,9.58,0.00,173.60,956.97,38.36,,,
2013,Charter Captains,2013CC023,8/19/2013,10:00,D. Spangler,41.64842,-83.09802,5.06,1.83,23.44,0-2 meter intergraded,3.25,11.31,0.00620,0.00180,0.00440,43.757,0.000,0.418,0.000,5.875,44.395,0.890,,,,,,,,,,612.90,0.00,5.85,0.00,165.01,621.84,27.58,,,
2013,Charter Captains,2013CC024,8/19/2013,14:45,R. Unger,41.64230,-82.77817,9.14,0.58,25.56,0-2 meter intergraded,4.09,29.68,0.01120,0.00120,0.01000,16.623,0.324,0.537,0.000,13.196,16.375,1.759,,,,,,,,,,232.84,4.54,7.52,0.00,370.62,229.36,54.49,,,
2013,Charter Captains,2013CC025,8/19/2013,14:45,P. Pacholski,41.59417,-82.83333,6.10,2.00,24.06,0-2 meter intergraded,2.40,17.74,0.00620,0.00100,0.00520,16.267,0.000,0.553,0.000,16.474,15.988,1.208,,,,,,,,,,227.85,0.00,7.75,0.00,462.69,223.94,37.43,,,
2013,Charter Captains,2013CC026,8/26/2013,,D. McGee,41.68838,-83.22690,7.50,1.50,24.78,0-2 meter intergraded,6.12,19.81,0.00833,0.00417,0.00417,31.031,0.328,0.546,0.177,3.004,31.160,1.323,,,,,,,,,,434.65,4.59,7.65,5.48,84.37,436.46,40.99,,,
2013,Charter Captains,2013CC027,8/26/2013,7:30,D. Spangler,41.64900,-83.09845,5.12,1.52,24.33,0-2 meter intergraded,2.40,26.63,0.00900,0.00420,0.00480,29.950,1.017,0.418,0.034,5.991,30.216,1.064,,,,,,,,,,419.51,14.25,5.85,1.05,168.26,423.24,32.97,,,
2013,Charter Captains,2013CC028,8/26/2013,,P. Pacholski,41.58237,-82.68883,4.39,1.11,23.44,0-2 meter intergraded,2.07,25.77,0.00760,0.00340,0.00420,3.267,0.000,0.344,0.000,17.660,2.909,1.302,,,,,,,,,,45.76,0.00,4.82,0.00,496.00,40.75,40.34,,,
2013,Charter Captains,2013CC029,8/26/2013,,R. Unger,41.56928,-82.76778,6.71,1.25,22.78,0-2 meter intergraded,2.19,42.41,0.00820,0.00320,0.00500,2.510,0.032,0.299,0.000,20.523,2.190,1.270,,,,,,,,,,35.16,0.45,4.19,0.00,576.41,30.68,39.35,,,
2013,Charter Captains,2013CC030,9/2/2013,9:30,D. Spangler,41.64833,-83.09817,4.97,1.52,25.83,0-2 meter intergraded,2.70,28.09,0.01111,0.00444,0.00667,20.451,1.245,0.492,0.009,2.702,20.364,0.963,,,,,,,,,,286.46,17.44,6.89,0.28,75.89,285.24,29.83,,,
2013,Charter Captains,2013CC031,9/3/2013,12:55,P. Pacholski,41.58967,-82.76597,5.24,1.00,23.33,0-2 meter intergraded,1.51,26.81,0.00956,0.00422,0.00533,17.291,0.904,0.390,0.025,10.903,17.251,1.355,,,,,,,,,,242.20,12.66,5.46,0.77,306.22,241.63,41.98,,,
2013,Charter Captains,2013CC032,9/3/2013,15:15,R. Unger,41.56127,-82.79103,4.57,0.65,22.78,0-2 meter intergraded,1.76,33.14,0.01800,0.00720,0.01080,15.192,0.000,0.357,0.000,13.581,15.139,1.681,,,,,,,,,,212.79,0.00,5.00,0.00,381.44,212.05,52.08,,,
2013,Charter Captains,2013CC033,9/3/2013,13:10,J. Tucholski,41.57760,-82.94400,6.40,0.96,23.33,0-2 meter intergraded,2.12,36.49,0.01920,0.01040,0.00880,18.073,0.287,0.282,0.000,7.381,18.195,1.659,,,,,,,,,,253.15,4.02,3.95,0.00,207.30,254.86,51.40,,,
2013,Charter Captains,2013CC034,9/9/2013,13:00,D. McGee,41.69200,-83.26917,4.94,0.50,23.33,0-2 meter intergraded,7.89,91.96,0.03933,0.01533,0.02400,0.264,0.567,0.191,0.012,36.580,0.023,3.226,,,,,,,,,,3.70,7.94,2.68,0.37,1027.39,0.32,99.93,,,
2013,Charter Captains,2013CC035,9/9/2013,8:30,D. Spangler,41.64867,-83.09858,5.03,0.98,23.22,0-2 meter intergraded,3.69,46.45,0.01640,0.00520,0.01120,15.325,0.803,0.360,0.036,12.999,15.271,1.334,,,,,,,,,,214.66,11.25,5.04,1.12,365.09,213.90,41.33,,,
2013,Charter Captains,2013CC036,9/9/2013,14:40,R. Unger,41.56803,-82.76845,7.01,0.82,22.22,0-2 meter intergraded,3.08,48.19,0.01560,0.00520,0.01040,10.794,0.694,0.333,0.059,11.093,10.653,2.247,,,,,,,,,,151.19,9.72,4.66,1.83,311.56,149.22,69.61,,,
2013,Charter Captains,2013CC037,9/9/2013,12:20,J. Tucholski,41.59532,-82.93725,6.71,1.10,22.78,0-2 meter intergraded,3.26,28.93,0.01000,0.00257,0.00743,13.861,0.000,0.430,0.000,6.443,13.677,1.115,,,,,,,,,,194.15,0.00,6.02,0.00,180.96,191.57,34.55,,,
2013,Charter Captains,2013CC038,9/9/2013,13:12,D. Lowther,41.55500,-82.74885,8.02,0.92,22.11,0-2 meter intergraded,3.32,61.64,0.01840,0.00720,0.01120,9.407,1.539,0.303,0.000,10.099,9.268,2.651,,,,,,,,,,131.76,21.56,4.24,0.00,283.64,129.82,82.12,,,
2013,Charter Captains,2013CC039,9/6/2013,12:30,D. Spangler,41.64850,-83.10000,5.09,1.52,21.78,0-2 meter intergraded,4.67,,0.01486,0.00343,0.01143,,,,,,,1.644,,,,,,,,,,,,,,,,50.93,,,
2013,Charter Captains,2013CC040,9/16/2013,10:00,D. McGee,41.69133,-83.26400,5.49,0.60,21.11,0-2 meter intergraded,5.88,75.14,0.04700,0.02000,0.02700,0.162,1.036,0.169,0.004,39.811,0.000,3.894,,,,,,,,,,2.27,14.51,2.37,0.12,1118.13,0.00,120.62,,,
2013,Charter Captains,2013CC041,9/16/2013,7:30,D. Spangler,41.64817,-83.09903,4.94,0.96,22.28,0-2 meter intergraded,2.81,43.61,0.02700,0.01550,0.01150,0.507,0.000,0.226,0.021,28.040,0.228,2.045,,,,,,,,,,7.10,0.00,3.17,0.65,787.53,3.19,63.35,,,
2013,Charter Captains,2013CC042,9/16/2013,12:20,P. Pacholski,41.57467,-82.70377,7.62,1.00,21.11,0-2 meter intergraded,2.36,24.80,0.01075,0.00475,0.00600,6.031,1.225,0.376,0.204,5.016,5.706,2.484,,,,,,,,,,84.48,17.16,5.27,6.32,140.88,79.92,76.95,,,
2013,Charter Captains,2013CC043,9/16/2013,14:45,R. Unger,41.56783,-82.69580,5.79,1.42,20.00,0-2 meter intergraded,3.03,20.15,0.00780,0.00340,0.00440,8.967,0.000,0.434,0.224,3.375,8.646,1.385,,,,,,,,,,125.60,0.00,6.08,6.94,94.79,121.10,42.91,,,
2013,Charter Captains,2013CC044,9/23/2013,9:00,D. Spangler,41.64842,-83.09875,5.18,0.33,20.39,0-2 meter intergraded,4.73,65.74,0.05500,0.03300,0.02200,0.246,1.225,0.167,0.136,37.038,0.037,3.484,,,,,,,,,,3.45,17.16,2.34,4.21,1040.25,0.52,107.92,,,
2013,Charter Captains,2013CC045,9/23/2013,12:15,P. Pacholski,41.66043,-82.69655,3.66,2.00,18.89,0-2 meter intergraded,3.26,20.49,0.00840,0.00260,0.00580,7.032,1.356,0.293,0.152,5.777,6.842,1.201,,,,,,,,,,98.50,18.99,4.10,4.71,162.25,95.84,37.21,,,
2013,Charter Captains,2013CC046,9/23/2013,13:05,J. Tucholski,41.62147,-82.93565,6.71,0.74,18.33,0-2 meter intergraded,3.12,54.14,0.02800,0.01600,0.01200,0.147,0.393,0.151,0.013,27.524,0.000,2.176,,,,,,,,,,2.06,5.50,2.12,0.40,773.04,0.00,67.41,,,
2013,Charter Captains,2013CC047,9/23/2013,13:50,R. Unger,41.56868,-82.76815,6.71,0.63,18.33,0-2 meter intergraded,0.88,66.64,0.01733,0.00467,0.01267,3.457,0.973,0.189,0.016,9.794,3.305,2.093,,,,,,,,,,48.42,13.63,2.65,0.50,275.07,46.29,64.84,,,
2013,Charter Captains,2013CC048,9/30/2013,,D. McGee,41.69510,-83.26665,5.36,0.45,17.78,0-2 meter intergraded,5.19,55.59,0.02933,0.00667,0.02267,0.169,0.000,0.138,0.006,36.223,0.000,2.727,,,,,,,,,,2.37,0.00,1.93,0.19,1017.36,0.00,84.48,,,
2013,Charter Captains,2013CC049,9/30/2013,10:00,D. Spangler,41.65775,-83.09425,5.46,0.25,20.22,0-2 meter intergraded,3.51,47.17,0.03200,0.01067,0.02133,0.365,0.053,0.179,0.014,33.494,0.143,2.678,,,,,,,,,,5.11,0.74,2.51,0.43,940.71,2.00,82.96,,,
2013,Charter Captains,2013CC050,9/30/2013,15:00,P. Pacholski,41.63817,-82.65933,3.66,1.20,19.44,0-2 meter intergraded,0.57,21.08,0.03086,0.00771,0.02314,1.991,0.199,0.203,0.000,6.967,1.782,1.540,,,,,,,,,,27.89,2.79,2.84,0.00,195.68,24.96,47.71,,,
2013,Charter Captains,2013CC051,9/30/2013,13:45,J. Tucholski,41.63347,-82.93393,6.71,0.51,17.22,0-2 meter intergraded,0.70,33.66,0.03133,0.00667,0.02467,2.223,1.611,0.279,0.000,11.704,1.922,2.123,,,,,,,,,,31.14,22.57,3.91,0.00,328.72,26.92,65.77,,,
2013,Charter Captains,2013CC052,10/8/2013,,C. Strange,41.69347,-83.27805,4.57,0.50,17.78,0-2 meter intergraded,1.20,36.69,0.02400,0.01200,0.01200,0.089,0.000,0.186,0.020,38.916,0.000,2.336,,,,,,,,,,1.25,0.00,2.61,0.62,1092.99,0.00,72.37,,,
2013,Charter Captains,2013CC054,10/8/2013,15:18,P. Pacholski,41.63567,-82.65633,3.66,1.50,18.89,0-2 meter intergraded,0.18,21.28,0.01000,0.00267,0.00733,5.332,2.576,0.310,1.347,7.443,5.074,2.707,,,,,,,,,,74.69,36.08,4.34,41.72,209.04,71.07,83.86,,,
2013,Charter Captains,2013CC055,10/14/2013,13:00,D. McGee,41.69267,-83.26000,5.18,0.49,15.56,0-2 meter intergraded,1.16,38.72,0.03800,0.02000,0.01800,0.118,0.000,0.163,0.000,36.067,0.000,2.600,,,,,,,,,,1.65,0.00,2.28,0.00,1012.98,0.00,80.54,,,
2013,Charter Captains,2013CC056,10/21/2013,10:30,D. McGee,41.70162,-83.26147,5.64,1.60,13.33,0-2 meter intergraded,0.33,3.31,0.01250,0.00854,0.00396,2.258,6.779,0.278,0.171,36.136,1.959,1.564,,,,,,,,,,31.63,94.95,3.89,5.30,1014.92,27.44,48.45,,,
2013,Stone Lab,2013REU001,6/18/2013,,Avon,41.72907,-82.10470,20.01,5.61,17.30,0-8 meter intergraded,,,,,,10.244,0.909,0.403,0.000,1.931,9.841,,,,,,,,,,,143.49,12.73,5.64,0.00,54.23,137.84,,,,
2013,Stone Lab,2013REU002,6/18/2013,,Lorain,41.62887,-82.19783,16.90,4.86,18.25,0-8 meter intergraded,,,,,,24.006,0.000,0.371,0.000,4.806,23.635,,,,,,,,,,,336.25,0.00,5.20,0.00,134.98,331.06,,,,
2013,Stone Lab,2013REU003,6/18/2013,,Site E,41.57943,-82.37320,14.50,3.09,19.22,0-8 meter intergraded,,,,,,38.141,0.000,0.444,0.000,10.621,37.697,,,,,,,,,,,534.24,0.00,6.22,0.00,298.30,528.02,,,,
2013,Stone Lab,2013REU004,6/18/2013,,SOFF,41.53282,-82.49430,13.50,4.64,19.16,0-8 meter intergraded,,,,,,29.898,0.000,0.375,0.000,7.274,29.523,,,,,,,,,,,418.78,0.00,5.25,0.00,204.30,413.53,,,,
2013,Stone Lab,2013REU005,6/18/2013,,KID,41.64333,-82.68848,15.40,1.97,21.11,0-8 meter intergraded,,,,,,58.792,0.315,0.618,0.000,9.085,58.174,,,,,,,,,,,823.50,4.41,8.66,0.00,255.16,814.84,,,,
2013,Stone Lab,2013REU006,6/18/2013,,BID,41.68145,-82.78442,,,,0-8 meter intergraded,,,,,,54.389,1.211,0.536,0.000,6.392,53.853,,,,,,,,,,,761.83,16.96,7.51,0.00,179.53,754.32,,,,
2013,Stone Lab,2013REU007,6/25/2013,,Avon,41.72907,-82.10470,19.72,4.62,21.45,0-8 meter intergraded,,,,,,36.232,0.000,0.426,0.000,8.348,35.806,,,,,,,,,,,507.50,0.00,5.97,0.00,234.46,501.53,,,,
2013,Stone Lab,2013REU008,6/25/2013,,Lorain,41.62887,-82.19783,16.71,3.86,21.95,0-8 meter intergraded,,,,,,45.964,0.765,0.622,0.000,9.339,45.342,,,,,,,,,,,643.82,10.72,8.71,0.00,262.30,635.11,,,,
2013,Stone Lab,2013REU009,6/25/2013,,Site E,41.57943,-82.37320,14.33,5.04,21.73,0-8 meter intergraded,,,,,,24.561,0.000,0.303,0.000,8.171,24.258,,,,,,,,,,,344.03,0.00,4.24,0.00,229.49,339.78,,,,
2013,Stone Lab,2013REU010,6/25/2013,,SOFF,41.53282,-82.49430,13.57,4.64,22.78,0-8 meter intergraded,,,,,,32.843,0.000,0.382,0.000,6.893,32.461,,,,,,,,,,,460.03,0.00,5.35,0.00,193.60,454.68,,,,
2013,Stone Lab,2013REU011,6/25/2013,,KID,41.64333,-82.68848,15.80,2.27,22.92,0-8 meter intergraded,,,,,,51.325,0.000,0.600,0.000,4.679,50.725,,,,,,,,,,,718.91,0.00,8.40,0.00,131.41,710.51,,,,
2013,Stone Lab,2013REU012,6/25/2013,,BID,41.68145,-82.78442,,,,0-8 meter intergraded,,,,,,47.184,0.506,0.527,0.000,6.606,46.657,,,,,,,,,,,660.91,7.09,7.38,0.00,185.54,653.52,,,,
2013,Stone Lab,2013REU013,7/4/2013,,Avon,41.72907,-82.10470,20.02,4.69,20.89,0-8 meter intergraded,,,,,,30.262,0.459,0.375,0.000,4.962,29.887,,,,,,,,,,,423.88,6.43,5.25,0.00,139.36,418.63,,,,
2013,Stone Lab,2013REU014,7/4/2013,,Lorain,41.62887,-82.19783,17.12,2.89,21.46,0-8 meter intergraded,,,,,,41.221,1.932,0.678,0.000,9.960,40.543,,,,,,,,,,,577.38,27.06,9.50,0.00,279.74,567.89,,,,
2013,Stone Lab,2013REU015,7/4/2013,,Site E,41.57943,-82.37320,14.53,1.96,21.78,0-8 meter intergraded,,,,,,35.710,0.788,0.422,0.000,9.851,35.288,,,,,,,,,,,500.19,11.04,5.91,0.00,276.68,494.28,,,,
2013,Stone Lab,2013REU016,7/4/2013,,SOFF,41.53282,-82.49430,13.66,0.96,21.96,0-8 meter intergraded,,,,,,24.719,0.911,0.298,0.000,10.947,24.421,,,,,,,,,,,346.24,12.76,4.17,0.00,307.46,342.06,,,,
2013,Stone Lab,2013REU017,7/4/2013,,KID,41.64333,-82.68848,15.70,1.86,22.47,0-8 meter intergraded,,,,,,38.521,1.848,0.425,0.000,11.448,38.096,,,,,,,,,,,539.56,25.88,5.95,0.00,321.53,533.61,,,,
2013,Stone Lab,2013REU018,7/4/2013,,BID,41.68145,-82.78442,,,,0-8 meter intergraded,,,,,,48.150,3.005,0.613,0.000,9.521,47.537,,,,,,,,,,,674.44,42.09,8.59,0.00,267.41,665.85,,,,
2013,Stone Lab,2013REU019,7/11/2013,,Avon,41.72907,-82.10470,20.05,5.51,21.42,0-8 meter intergraded,,,,,,25.257,0.605,0.345,0.000,2.762,24.912,,,,,,,,,,,353.77,8.47,4.83,0.00,77.57,348.94,,,,
2013,Stone Lab,2013REU020,7/11/2013,,Lorain,41.62887,-82.19783,17.05,4.58,21.59,0-8 meter intergraded,,,,,,32.051,1.255,0.621,0.000,3.902,31.430,,,,,,,,,,,448.94,17.58,8.70,0.00,109.59,440.24,,,,
2013,Stone Lab,2013REU021,7/11/2013,,Site E,41.57943,-82.37320,14.53,2.56,22.53,0-8 meter intergraded,,,,,,29.264,0.138,0.579,0.000,11.623,28.685,,,,,,,,,,,409.90,1.93,8.11,0.00,326.44,401.79,,,,
2013,Stone Lab,2013REU022,7/11/2013,,SOFF,41.53282,-82.49430,13.65,2.46,22.60,0-8 meter intergraded,,,,,,25.954,0.000,0.489,0.000,10.327,25.465,,,,,,,,,,,363.54,0.00,6.85,0.00,290.04,356.69,,,,
2013,Stone Lab,2013REU023,7/11/2013,,KID,41.64333,-82.68848,15.16,1.97,23.20,0-8 meter intergraded,,,,,,28.354,0.644,0.619,0.000,13.100,27.735,,,,,,,,,,,397.15,9.02,8.67,0.00,367.93,388.48,,,,
2013,Stone Lab,2013REU024,7/11/2013,,BID,41.68145,-82.78442,,,,0-8 meter intergraded,,,,,,32.075,2.916,0.590,0.000,13.630,31.485,,,,,,,,,,,449.27,40.84,8.26,0.00,382.81,441.01,,,,
2013,Stone Lab,2013SL001,6/24/2013,,SEB,41.47590,-82.76400,2.60,0.41,24.73,0-2 meter intergraded,6.45,88.18,,,,0.000,1.001,0.109,0.225,53.761,0.000,5.608,,,,,,,,,,0.00,14.02,1.53,6.97,1509.93,0.00,173.70,,,
2013,Stone Lab,2013SL002,7/5/2013,,BIM,41.67000,-82.83000,9.00,2.00,22.66,0-8 meter intergraded,0.24,9.36,,,,39.586,1.586,0.587,0.007,16.068,39.000,0.653,,,,,,,,,,554.48,22.22,8.22,0.22,451.29,546.27,20.23,,,
2013,Stone Lab,2013SL003,7/15/2013,,E1,41.63262,-82.49510,13.50,2.50,23.09,0-8 meter intergraded,1.71,10.61,,,,25.166,1.835,0.528,0.000,11.549,24.638,0.472,,,,,,,,,,352.50,25.70,7.40,0.00,324.37,345.10,14.62,,,
2013,Stone Lab,2013SL004,7/15/2013,,E2,41.63585,-82.31483,14.00,2.80,23.32,0-8 meter intergraded,1.18,8.27,,,,26.508,1.421,0.607,0.000,14.181,25.901,0.394,,,,,,,,,,371.30,19.90,8.50,0.00,398.29,362.80,12.20,,,
2013,Stone Lab,2013SL005,7/16/2013,,NBIW,41.75000,-82.88400,9.90,2.87,25.49,0-8 meter intergraded,0.21,14.37,,,,21.007,1.711,0.581,0.000,13.806,20.425,0.290,,,,,,,,,,294.25,23.97,8.14,0.00,387.76,286.09,8.98,,,
2013,Stone Lab,2013SL006,7/16/2013,,GIW,41.64900,-82.90100,8.40,2.96,25.77,0-8 meter intergraded,0.18,14.76,,,,24.691,0.908,0.587,0.000,9.320,24.104,0.417,,,,,,,,,,345.85,12.72,8.22,0.00,261.76,337.62,12.92,,,
2013,Stone Lab,2013SL007,7/16/2013,,BIM,41.67000,-82.83000,9.00,3.09,24.66,0-8 meter intergraded,0.24,12.99,,,,25.673,1.175,0.629,0.000,7.900,25.044,0.292,,,,,,,,,,359.60,16.46,8.81,0.00,221.88,350.79,9.04,,,
2013,Stone Lab,2013SL008,7/25/2013,,KID,41.64333,-82.68848,15.50,2.81,24.02,0-8 meter intergraded,0.04,10.21,0.00293,0.00027,0.00267,28.143,2.043,0.703,0.000,19.203,27.440,0.585,,,,,,,,,,394.20,28.62,9.85,0.00,539.34,384.35,18.12,,,
2013,Stone Lab,2013SL009,7/25/2013,,SOFF,41.53282,-82.49430,13.50,2.13,23.60,0-8 meter intergraded,0.19,12.52,0.00387,0.00000,0.00413,30.080,2.088,0.933,0.000,21.145,29.147,0.613,,,,,,,,,,421.33,29.25,13.07,0.00,593.88,408.26,18.99,,,
2013,Stone Lab,2013SL010,7/25/2013,,SEB,41.47590,-82.76400,2.60,0.55,23.75,0-2 meter intergraded,1.38,122.84,0.03714,0.01714,0.02000,75.679,0.570,2.169,0.081,5.492,73.510,3.844,,,,,,,,,,1060.04,7.98,30.38,2.51,154.25,1029.65,119.06,,,
2013,Stone Lab,2013SL011,7/25/2013,,SBM,41.51500,-82.68200,3.90,0.94,23.98,0-2 meter intergraded,0.53,54.90,0.02320,0.01160,0.01160,50.906,0.486,1.483,0.015,2.760,49.423,1.610,,,,,,,,,,713.04,6.81,20.77,0.46,77.52,692.27,49.87,,,
2013,Stone Lab,2013SL012,7/25/2013,,GIW,41.64900,-82.90100,8.60,1.75,24.66,0-8 meter intergraded,0.30,14.56,0.00627,0.00253,0.00373,65.552,1.279,1.264,0.010,9.684,64.288,0.864,,,,,,,,,,918.19,17.91,17.70,0.31,271.98,900.48,26.76,,,
