Year,Program,ID#,Date,Time,Site/Captain,Lat,Long,Depth (m),Secchi (m),Water Temp at 1 meter (C),Water Sample Method,Total Microcystins (µg/L),Chlorophyll (µg/L),TSS (g/L),NVSS (g/L),AFDW (g/L),Nitrate+NO2 (µmol/L),Ammonium (µmol/L),Nitrite (µmol/L),DRP (µmol/L),Silicate (µmol/L),Nitrate (µmol/L),TP (µmol/L),TKN (µmol/L),TN (µmol/L),TN:TP (molar),Green algae-chla µg/l,Bluegreen algae-chla µg/l,Diatoms-chla µg/l,Cryptophytes-chla µg/l,Yellow substances µg/l,FluoroProbe total chla µg/l,Nitrate+NO2 (µg N/L),Ammonium (µg N/L),Nitrite (µg N/L),DRP (µg P/L),Silicate (µg Si/L),Nitrate (µg N/L),TP (µg P/L),TKN (µg N/L),TN (µg N/L),TN:TP (mass)
2017,Charter Captains,2017CC019,5/9/2017,14:35,D. Lowther,41.72000,-83.24667,7.56,0.30,10.06,0-2 meter intergraded,0.06,2.65,0.01434,0.01108,0.00326,67.284,2.823,0.864,0.421,30.022,66.464,1.245,37.022,104.306,83.780,1.01,0.06,1.20,0.35,0.39,2.61,942.45,39.54,12.10,13.04,843.20,930.96,38.56,518.57,1461.01,37.88678682
2017,Charter Captains,2017CC021,5/9/2017,15:30,D. Spangler,41.64737,-83.09682,5.67,0.20,11.17,0-2 meter intergraded,0.04,4.47,0.03732,0.03088,0.00644,253.374,7.345,3.165,1.667,55.803,250.378,3.683,70.614,323.988,87.969,1.30,0.71,2.09,0.20,1.37,4.30,3549.01,102.88,44.33,51.63,1567.28,3507.04,114.08,989.09,4538.10,39.78093997
2017,Charter Captains,2017CC022,5/14/2017,13:30,J. Tucholski,41.52427,-82.93285,3.66,0.50,13.33,0-2 meter intergraded,0.06,10.18,0.03624,0.03020,0.00604,290.262,3.661,2.846,1.682,61.766,287.616,3.860,77.800,368.062,95.353,3.73,0.21,5.57,0.58,1.22,10.10,4065.70,51.28,39.86,52.10,1734.76,4028.64,119.56,1089.74,5155.44,43.12027398
2017,Charter Captains,2017CC023,5/15/2017,14:00,,41.56833,-82.79900,3.66,0.76,12.22,0-2 meter intergraded,0.07,2.76,0.01234,0.01014,0.00220,74.273,1.132,0.906,0.575,36.598,73.417,1.080,26.420,100.693,93.234,0.41,0.06,1.44,0.39,0.36,2.30,1040.34,15.86,12.69,17.81,1027.89,1028.35,33.45,370.06,1410.41,42.16220925
2017,Charter Captains,2017CC024,5/15/2017,15:07,D. Lowther,41.52287,-82.93508,3.66,0.80,16.11,0-2 meter intergraded,0.06,5.92,0.01588,0.01152,0.00436,207.519,3.067,2.173,1.335,49.249,205.488,2.782,77.726,285.245,102.532,1.96,0.00,3.69,1.02,0.99,6.67,2906.72,42.96,30.44,41.35,1383.21,2878.27,86.17,1088.71,3995.43,46.36697353
2017,Charter Captains,2017CC025,5/15/2017,10:30,D. McGee,41.68748,-83.27700,4.97,0.51,15.89,0-2 meter intergraded,0.04,1.80,0.03990,0.03350,0.00640,314.183,9.655,4.678,2.652,75.812,309.708,5.042,81.380,395.563,78.454,1.10,0.56,2.29,0.34,1.73,4.29,4400.76,135.24,65.52,82.14,2129.26,4338.08,156.17,1139.89,5540.65,35.47812465
2017,Charter Captains,2017CC026,5/14/2017,11:30,D. Spangler,41.61590,-83.05685,4.66,1.37,13.22,0-2 meter intergraded,0.04,1.60,0.00828,0.00552,0.00276,182.705,1.602,2.103,1.187,46.774,180.725,2.018,47.220,229.925,113.937,0.47,0.05,1.06,0.23,0.87,1.82,2559.15,22.44,29.46,36.77,1313.69,2531.42,62.51,661.41,3220.56,51.52439107
2017,Charter Captains,2017CC027,5/15/2017,14:17,D. Lowther,41.74908,-83.23255,8.23,2.00,14.06,0-2 meter intergraded,0.05,11.16,0.02104,0.01620,0.00484,103.003,1.537,1.350,0.774,33.392,101.722,2.179,56.300,159.303,73.108,2.32,0.00,7.36,1.59,0.53,11.26,1442.76,21.53,18.91,23.97,937.85,1424.82,67.49,788.59,2231.36,33.06089139
2017,Charter Captains,2017CC028,5/22/2017,9:06,D. Lowther,41.68850,-82.73983,11.58,1.66,15.22,0-2 meter intergraded,0.03,3.19,0.00892,0.00540,0.00352,58.669,1.716,0.565,0.176,28.054,58.145,0.638,33.140,91.809,143.901,0.81,0.00,2.27,0.13,0.30,3.21,821.78,24.04,7.91,5.45,787.92,814.44,19.76,464.19,1285.97,65.0747357
2017,Charter Captains,2017CC029,5/22/2017,11:00,J. Abele,41.60000,-82.76800,5.49,0.46,16.94,0-2 meter intergraded,0.03,15.94,0.02956,0.02316,0.00640,61.860,0.430,0.696,0.157,26.772,61.206,1.532,47.702,109.562,71.516,7.34,0.51,6.95,0.98,0.27,15.78,866.47,6.02,9.75,4.86,751.92,857.31,47.45,668.16,1534.63,32.34067059
2017,Charter Captains,2017CC031,5/22/2017,14:00,J. Harvey,41.68953,-83.27303,5.09,1.00,15.89,0-2 meter intergraded,0.03,2.99,0.04463,0.03738,0.00725,176.641,2.385,2.100,1.232,48.724,174.660,3.477,30.468,207.109,59.565,0.18,0.85,1.04,0.24,1.09,2.31,2474.21,33.41,29.41,38.16,1368.46,2446.46,107.70,426.77,2900.98,26.93655897
2017,Charter Captains,2017CC032,5/22/2017,14:00,J. Harvey,41.68300,-83.26923,4.82,1.00,16.23,0-2 meter intergraded,0.02,4.21,0.04300,0.03615,0.00685,,,,,,,2.884,28.918,,,0.81,0.76,1.95,0.01,1.02,3.53,,,,,,,89.33,405.05,,
2017,Charter Captains,2017CC033,5/21/2017,16:00,D. Spangler,41.62118,-83.03077,5.70,0.76,15.72,0-2 meter intergraded,0.06,2.16,0.01600,0.01188,0.00412,160.605,2.971,1.473,1.178,46.288,159.244,1.869,28.067,188.672,100.948,0.30,0.21,0.98,0.06,0.79,1.55,2249.59,41.61,20.63,36.49,1300.04,2230.53,57.89,393.13,2642.73,45.65054707
2017,Charter Captains,2017CC035,5/29/2017,11:44,J. Fickert,41.65750,-83.18350,5.79,0.91,,0-2 meter intergraded,0.02,1.65,0.00972,0.00735,0.00237,,,,,,,2.195,24.595,25.198,11.480,0.28,0.12,1.06,0.27,0.89,1.73,,,,,,,67.99,344.50,352.95,5.191338904
2017,Charter Captains,2017CC037,5/29/2017,16:00,D. McGee,41.69808,-83.24683,6.71,0.76,20.00,0-2 meter intergraded,0.02,3.19,0.02082,0.01732,0.00350,,,,,,,2.723,27.919,,,0.68,0.29,1.79,0.27,0.99,3.02,,,,,,,84.34,391.06,,
2017,Charter Captains,2017CC038,5/30/2017,14:38,D. Lowther,41.72775,-83.23585,7.62,1.00,19.44,0-2 meter intergraded,0.02,21.28,0.01009,0.00756,0.00253,110.899,0.965,1.807,0.322,32.348,109.162,1.684,29.048,139.947,83.104,3.49,0.00,17.60,0.00,0.46,21.08,1553.36,13.52,25.31,9.97,908.53,1529.03,52.16,406.88,1960.24,37.58108726
2017,Charter Captains,2017CC039,5/30/2017,13:00,J. Tucholski,41.67248,-82.71488,11.03,2.20,17.50,0-2 meter intergraded,0.02,9.65,,,,60.472,2.164,0.721,0.066,23.300,59.791,0.659,24.949,85.421,129.622,1.46,0.00,6.42,0.00,0.29,7.88,847.03,30.31,10.10,2.04,654.40,837.49,20.41,349.46,1196.49,58.6174702
2017,Charter Captains,2017CC041,5/30/2017,13:00,D. Lowther,41.55255,-82.89245,7.92,0.99,18.61,0-2 meter intergraded,0.02,51.35,,,,104.419,1.587,1.101,0.110,26.239,103.389,1.411,38.620,143.039,101.374,4.15,0.00,33.53,0.00,0.47,37.68,1462.60,22.23,15.42,3.41,736.95,1448.17,43.70,540.95,2003.55,45.84323811
2017,Charter Captains,2017CC042,5/29/2017,11:30,D. Spangler,41.63000,-83.01000,,1.22,16.00,0-2 meter intergraded,0.02,9.51,,,,134.139,0.915,1.219,0.537,40.059,133.014,1.440,35.666,169.805,117.920,1.13,0.00,7.12,0.00,0.58,8.25,1878.88,12.82,17.07,16.63,1125.10,1863.13,44.60,499.57,2378.46,53.3256081
2017,Charter Captains,2017CC043,6/5/2017,12:31,D. Louto,41.56382,-82.87888,5.82,2.00,20.17,0-2 meter intergraded,0.05,4.10,0.00521,0.00347,0.00174,125.156,5.718,1.776,0.336,26.549,123.462,0.910,26.515,151.671,166.671,0.00,0.16,1.63,0.21,1.06,2.00,1753.06,80.09,24.88,10.41,745.66,1729.33,28.19,371.40,2124.46,75.3718183
2017,Charter Captains,2017CC044,6/5/2017,9:45,J. Tucholski,41.52400,-82.93292,4.27,1.10,18.89,0-2 meter intergraded,0.06,3.56,0.01286,0.01028,0.00258,125.576,8.211,1.813,0.361,21.642,123.845,1.402,36.036,161.612,115.272,0.01,0.34,0.98,0.06,1.02,1.40,1758.94,115.01,25.39,11.18,607.84,1734.70,43.43,504.76,2263.70,52.12828365
2017,Charter Captains,2017CC045,6/5/2017,14:00,D. Lowther,41.73903,-83.25802,6.92,2.20,20.44,0-2 meter intergraded,0.05,3.29,0.00334,0.00142,0.00192,49.332,1.128,0.783,0.087,20.813,48.580,0.475,20.845,70.177,147.741,1.30,0.00,1.78,0.00,0.39,3.08,690.99,15.80,10.97,2.69,584.55,680.46,14.71,291.98,982.97,66.81116176
2017,Charter Captains,2017CC046,6/4/2017,13:30,D. Spangler,41.66417,-83.10475,6.40,1.83,19.17,0-2 meter intergraded,0.04,44.36,0.01112,0.00584,0.00528,113.012,2.151,2.389,0.209,28.320,110.691,1.503,33.469,146.481,97.459,6.15,0.00,32.25,0.00,0.45,38.40,1582.96,30.13,33.46,6.47,795.40,1550.45,46.55,468.80,2051.76,44.07275003
2017,Charter Captains,2017CC047,6/5/2017,14:00,D. Lowther,41.69942,-83.27682,5.55,3.00,21.72,0-2 meter intergraded,0.06,29.00,0.01578,0.01138,0.00440,247.370,2.751,3.748,1.125,47.891,243.902,3.417,40.838,288.208,84.345,5.26,0.00,24.92,0.00,0.80,30.19,3464.91,38.53,52.50,34.85,1345.07,3416.34,105.84,572.02,4036.93,38.14247652
2017,Charter Captains,2017CC048,6/12/2017,13:00,J. Tucholski,41.70717,-83.00600,9.14,1.20,21.11,0-2 meter intergraded,0.05,3.24,0.00328,0.00168,0.00160,33.646,2.304,0.427,0.000,16.930,33.219,0.372,16.369,50.015,134.449,1.88,0.00,1.54,0.00,0.15,3.41,471.28,32.27,5.98,0.00,475.50,465.30,11.52,229.28,700.56,60.8002224
2017,Charter Captains,2017CC049,6/11/2017,12:30,J. Rumer,41.62483,-82.65535,12.37,1.83,21.33,0-2 meter intergraded,0.23,2.30,0.00596,0.00347,0.00249,52.112,1.777,0.647,0.000,24.531,51.465,0.676,21.406,73.518,108.754,0.00,1.34,0.00,0.60,0.38,1.93,729.93,24.89,9.06,0.00,688.98,720.87,20.94,299.83,1029.77,49.18071322
2017,Charter Captains,2017CC051,6/12/2017,7:00,J. Fickert,41.61180,-83.08283,3.66,1.27,,0-2 meter intergraded,0.05,8.06,0.00920,0.00661,0.00259,135.182,6.453,2.671,0.000,16.555,132.511,0.892,28.431,163.613,183.423,0.44,0.20,4.36,0.00,1.42,5.00,1893.49,90.39,37.41,0.00,464.96,1856.08,27.63,398.23,2291.73,82.94702005
2017,Charter Captains,2017CC052,6/12/2017,10:20,D. Lowther,41.76340,-83.09032,9.91,2.80,20.06,0-2 meter intergraded,0.06,2.00,0.00255,0.00123,0.00132,31.090,1.351,0.297,0.000,21.639,30.793,0.301,16.507,47.597,158.130,1.38,0.00,1.02,0.00,0.16,2.39,435.48,18.92,4.16,0.00,607.75,431.32,9.32,231.21,666.69,71.50903533
2017,Charter Captains,2017CC053,6/11/2017,14:00,D. McGee,41.69602,-83.23990,6.68,0.99,21.78,0-2 meter intergraded,0.05,7.41,0.00668,0.00461,0.00207,59.689,1.943,0.905,0.049,16.981,58.784,0.648,19.310,78.999,121.912,2.25,0.00,2.41,0.28,0.45,4.94,836.06,27.22,12.68,1.52,476.93,823.39,20.07,270.48,1106.54,55.13081626
2017,Charter Captains,2017CC054,6/12/2017,13:11,D. Lowther,41.78517,-83.13318,8.93,5.50,21.17,0-2 meter intergraded,0.05,3.34,0.00219,0.00100,0.00119,28.967,0.214,0.272,0.000,21.329,28.694,0.231,11.637,40.604,175.775,0.96,0.00,1.49,0.00,0.10,2.44,405.74,3.00,3.81,0.00,599.05,401.92,7.15,163.00,568.74,79.48856812
2017,Charter Captains,2017CC055,6/11/2017,11:30,D. Spangler,41.65083,-82.99758,7.04,3.20,19.00,0-2 meter intergraded,0.06,2.09,0.00818,0.00628,0.00190,65.788,3.610,0.847,0.180,17.996,64.941,0.801,19.481,85.269,106.453,0.00,0.20,0.56,0.01,0.51,0.77,921.49,50.57,11.86,5.58,505.44,909.63,24.81,272.87,1194.36,48.1400446
2017,Charter Captains,2017CC056,6/19/2017,11:45,J. Fickert,41.62228,-83.11765,3.96,1.42,21.11,0-2 meter intergraded,0.05,8.78,0.00919,0.00663,0.00256,,,,,,,0.936,22.260,,,1.94,0.00,8.30,0.00,0.63,10.24,,,,,,,28.99,311.80,,
2017,Charter Captains,2017CC057,6/19/2017,10:48,D. Lowther,41.57410,-82.94205,7.10,2.00,22.61,0-2 meter intergraded,0.06,5.89,0.00494,,,35.941,2.302,0.545,0.053,22.061,35.396,0.623,32.894,68.835,110.490,2.37,0.00,3.08,0.00,0.19,5.45,503.43,32.24,7.63,1.64,619.61,495.79,19.30,460.75,964.17,49.96536965
2017,Charter Captains,2017CC058,6/18/2017,11:30,D. McGee,41.70973,-83.28992,5.58,1.83,23.44,0-2 meter intergraded,0.04,10.22,0.00551,0.00297,0.00254,0.505,10.884,,0.000,0.000,,0.677,30.256,30.761,45.437,1.03,0.18,5.43,0.11,0.91,6.75,7.07,152.45,,0.00,0.00,,20.97,423.80,430.87,20.54752964
2017,Charter Captains,2017CC059,6/18/2017,12:05,D. Lowther,41.81732,-83.10730,9.87,3.50,23.33,0-2 meter intergraded,0.04,3.56,0.00286,,,37.785,0.738,0.535,0.000,17.341,37.250,0.275,25.180,62.965,228.964,0.95,0.05,1.27,0.05,0.23,2.32,529.25,10.34,7.49,0.00,487.04,521.76,8.52,352.70,881.95,103.5414753
2017,Charter Captains,2017CC061,6/19/2017,14:00,D. Spangler,41.62323,-83.01823,4.39,2.39,22.61,0-2 meter intergraded,0.05,3.62,0.00478,,,60.201,16.718,1.006,0.131,35.582,59.195,0.528,32.814,93.015,176.165,0.85,0.03,1.47,0.31,0.42,2.66,843.24,234.17,14.09,4.06,999.36,829.14,16.35,459.63,1302.86,79.6648793
2017,Charter Captains,2017CC062,6/19/2017,14:00,J. Abele,41.61333,-82.84333,9.30,2.13,22.78,0-2 meter intergraded,0.04,5.16,0.00376,,,37.469,1.476,0.592,0.000,22.741,36.877,0.639,29.996,67.465,105.579,1.57,0.00,1.75,0.49,0.34,3.82,524.83,20.67,8.29,0.00,638.70,516.54,19.79,420.15,944.98,47.74473654
2017,Charter Captains,2017CC063,6/19/2017,14:00,J. Abele,41.56667,-82.79333,3.05,1.52,22.78,0-2 meter intergraded,0.04,5.69,0.00517,0.00070,0.00447,96.107,4.534,1.713,0.110,19.059,94.394,0.863,40.901,137.008,158.758,0.45,0.31,1.56,0.13,0.87,2.45,1346.17,63.51,23.99,3.41,535.29,1322.18,26.73,572.90,1919.07,71.79314285
2017,Charter Captains,2017CC064,6/26/2017,10:00,J. Fickert,41.66835,-83.24233,4.57,1.07,,0-2 meter intergraded,0.04,3.72,0.00810,0.00650,0.00160,1.912,9.723,0.115,0.074,2.313,1.796,0.968,33.114,35.026,36.184,0.00,0.27,1.45,0.00,0.70,1.72,26.78,136.19,1.61,2.29,64.96,25.16,29.98,463.83,490.61,16.3630034
2017,Charter Captains,2017CC065,6/26/2017,12:30,D. McGee,41.75232,-83.28802,6.40,3.25,23.11,0-2 meter intergraded,0.05,10.13,0.00623,0.00383,0.00240,75.251,3.321,1.237,0.085,2.448,74.014,0.890,34.175,109.426,122.951,0.00,0.33,3.72,0.00,0.89,4.06,1054.04,46.52,17.33,2.63,68.75,1036.71,27.57,478.69,1532.73,55.60045584
2017,Charter Captains,2017CC067,6/26/2017,10:30,D. Lowther,41.64837,-82.99760,4.94,1.35,,0-2 meter intergraded,0.06,3.25,0.01058,0.00811,0.00246,46.845,3.943,0.620,0.176,23.117,46.225,0.771,35.251,82.096,106.480,0.24,0.10,0.89,0.25,0.27,1.49,656.16,55.23,8.68,5.45,649.26,647.47,23.88,493.76,1149.92,48.15212458
2017,Charter Captains,2017CC068,6/26/2017,11:30,J. Tucholski,41.52167,-82.93333,3.66,1.02,22.78,0-2 meter intergraded,0.04,35.72,0.04180,0.03340,0.00840,40.809,1.799,0.474,0.061,26.423,40.335,2.820,64.760,105.569,37.436,3.56,1.76,10.12,1.27,1.00,16.71,571.61,25.20,6.64,1.89,742.12,564.97,87.35,907.09,1478.70,16.92914926
2017,Charter Captains,2017CC069,6/26/2017,11:00,D. Spangler,41.68172,-83.01085,8.69,1.52,20.94,0-2 meter intergraded,0.04,2.83,0.00826,0.00453,0.00374,37.016,2.711,0.635,0.011,12.828,36.382,0.504,31.196,68.212,135.341,0.59,0.12,0.90,0.30,0.22,1.92,518.48,37.97,8.89,0.34,360.29,509.60,15.61,436.96,955.45,61.20375691
2017,Charter Captains,2017CC072,7/5/2017,12:34,D. Lowther,41.56315,-82.99603,5.85,2.09,,0-2 meter intergraded,0.05,2.67,,,,27.867,4.238,0.540,0.000,22.744,27.327,0.670,39.813,67.680,101.015,0.17,0.14,0.93,0.21,0.39,1.45,390.33,59.36,7.56,0.00,638.79,382.77,20.75,557.66,947.99,45.68076644
2017,Charter Captains,2017CC073,7/5/2017,12:00,D. Spangler,41.68653,-83.02332,9.57,2.29,22.00,0-2 meter intergraded,0.04,2.56,0.00311,0.00168,0.00143,2.274,11.164,0.261,0.014,0.301,2.013,0.295,20.974,23.248,78.807,1.76,0.02,1.30,0.25,0.16,3.33,31.85,156.37,3.66,0.43,8.45,28.20,9.14,293.78,325.63,35.63784344
2017,Charter Captains,2017CC074,7/5/2017,14:00,J. Fickert,41.62558,-83.08357,4.57,1.98,,0-2 meter intergraded,0.05,0.38,0.00243,0.00138,0.00105,112.524,3.420,1.456,0.465,6.520,111.068,0.320,26.937,139.461,435.816,0.00,0.08,0.13,0.02,0.29,0.23,1576.12,47.90,20.39,14.40,183.12,1555.73,9.91,377.31,1953.43,197.0836656
2017,Charter Captains,2017CC075,7/5/2017,14:00,D. Lowther,41.65512,-83.20472,5.18,0.90,24.33,0-2 meter intergraded,0.05,5.12,0.00398,0.00166,0.00232,32.578,1.046,0.532,0.107,12.921,32.047,1.344,42.227,74.805,55.658,0.00,0.44,1.27,0.26,1.00,1.97,456.32,14.65,7.45,3.31,362.90,448.88,41.63,591.47,1047.79,25.16976688
2017,Charter Captains,2017CC076,7/5/2017,14:10,D. Lowther,41.73300,-83.27220,7.32,1.97,24.44,0-2 meter intergraded,0.03,3.84,0.00471,0.00247,0.00224,,,,,,,0.654,37.501,,,1.61,0.07,2.41,0.28,0.22,4.37,,,,,,,20.26,525.28,,
2017,Charter Captains,2017CC077,7/9/2017,17:00,D. McGee,41.73300,-83.34142,2.59,2.00,27.44,0-2 meter intergraded,0.05,2.57,0.00599,0.00423,0.00176,320.908,11.634,8.714,1.787,49.284,312.194,2.727,65.716,386.624,141.776,0.54,0.32,0.75,0.28,1.26,1.88,4494.96,162.96,122.06,55.35,1384.19,4372.90,84.47,920.48,5415.44,64.11379827
2017,Charter Captains,2017CC078,7/10/2017,14:00,D. Lowther,41.72520,-83.20132,4.94,2.25,24.33,0-2 meter intergraded,0.07,3.29,0.00307,0.00129,0.00179,148.698,5.712,3.006,0.413,22.718,145.693,1.104,44.801,193.499,175.271,0.00,0.52,1.26,0.30,1.01,2.07,2082.81,80.01,42.11,12.79,638.06,2040.72,34.20,627.53,2710.34,79.26062383
2017,Charter Captains,2017CC079,7/10/2017,14:00,J. Fickert,41.68080,-82.92463,6.10,1.17,,0-2 meter intergraded,0.06,2.20,0.00664,0.00486,0.00179,0.778,4.369,0.177,0.000,0.000,0.601,0.685,38.254,39.032,56.981,0.00,0.45,0.55,0.44,0.36,1.44,10.90,61.20,2.48,0.00,0.00,8.42,21.22,535.82,546.72,25.76784315
2017,Charter Captains,2017CC081,7/9/2017,11:00,D. Spangler,41.67877,-83.14938,7.53,1.83,22.89,0-2 meter intergraded,0.04,3.47,0.00439,,,47.755,1.553,0.703,0.013,11.562,47.052,0.512,36.291,84.046,164.152,0.50,0.44,1.18,0.42,0.35,2.54,668.90,21.75,9.85,0.40,324.73,659.06,15.86,508.33,1177.23,74.23264283
2017,Charter Captains,2017CC082,7/16/2017,14:00,S. Rumer,41.56000,-82.75167,8.53,2.06,26.11,0-2 meter intergraded,0.09,5.96,0.00420,,,,,,,,,0.640,37.209,,,0.65,0.48,1.58,0.51,0.40,3.22,,,,,,,19.82,521.19,,
2017,Charter Captains,2017CC083,7/16/2017,11:00,J. Abele,41.66000,-82.78833,5.49,2.03,24.11,0-2 meter intergraded,0.07,2.92,0.00436,0.00132,0.00304,,,,,,,0.851,38.158,,,0.00,0.34,0.74,0.13,0.49,1.21,,,,,,,26.36,534.48,,
2017,Charter Captains,2017CC084,7/16/2017,14:15,D. Lowther,41.53630,-82.91515,5.43,0.22,26.00,0-2 meter intergraded,0.05,5.24,0.03890,0.03247,0.00643,,,,,,,3.799,69.431,,,0.97,0.80,1.78,0.43,1.40,3.98,,,,,,,117.67,972.52,,
2017,Charter Captains,2017CC085,7/17/2017,14:00,R. Eickholt,41.68100,-82.96583,9.75,2.50,22.20,0-2 meter intergraded,0.05,2.45,0.00494,0.00272,0.00222,33.168,1.303,0.469,0.041,23.144,32.699,0.475,34.351,67.519,142.145,0.73,0.28,0.78,0.42,0.18,2.20,464.58,18.25,6.57,1.27,650.02,458.01,14.71,481.15,945.74,64.28064509
2017,Charter Captains,2017CC086,7/17/2017,9:00,D. Spangler,41.68015,-83.19757,7.38,1.67,23.78,0-2 meter intergraded,0.37,7.52,0.00810,0.00546,0.00264,,,,,,,0.905,36.285,,,0.62,0.70,0.78,1.12,0.62,3.22,,,,,,,28.03,508.24,,
2017,Charter Captains,2017CC087,7/16/2017,12:28,D. Lowther,41.76962,-82.95450,10.61,1.10,24.67,0-2 meter intergraded,0.07,3.53,0.01392,0.01122,0.00270,,,,,,,0.303,38.959,,,0.00,0.59,0.91,0.80,0.25,2.29,,,,,,,9.39,545.70,,
2017,Charter Captains,2017CC088,7/16/2017,10:00,D. McGee,41.70175,-83.27945,5.46,0.61,26.06,0-2 meter intergraded,0.06,7.25,0.00557,0.00233,0.00323,,,,,,,4.248,60.431,,,2.73,0.69,2.50,0.82,1.59,6.74,,,,,,,131.58,846.46,,
2017,Charter Captains,2017CC089,7/23/2017,12:30,J. Tucholski,41.74637,-82.90277,10.37,4.10,25.67,0-2 meter intergraded,0.09,2.67,0.00155,0.00037,0.00118,32.787,1.990,0.639,0.000,20.935,32.148,0.537,36.001,68.788,128.097,0.70,0.71,0.49,0.51,0.20,2.41,459.25,27.87,8.95,0.00,587.98,450.30,16.63,504.27,963.51,57.92769282
2017,Charter Captains,2017CC091,7/24/2017,10:50,R. Eickholt,41.67550,-83.06533,8.85,2.79,25.56,0-2 meter intergraded,0.06,5.82,0.00236,0.00082,0.00154,34.732,0.398,0.471,0.000,24.096,34.261,0.395,30.746,65.478,165.767,0.79,0.47,1.20,0.79,0.32,3.25,486.49,5.57,6.60,0.00,676.76,479.89,12.23,430.66,917.15,74.9628595
2017,Charter Captains,2017CC092,7/23/2017,12:00,D. Spangler,41.74903,-82.99992,10.10,4.88,25.39,0-2 meter intergraded,0.06,3.39,0.00156,0.00034,0.00123,37.177,1.166,0.971,0.000,34.878,36.205,0.320,24.933,62.110,194.094,0.06,0.99,0.47,0.80,0.25,2.32,520.74,16.33,13.60,0.00,979.58,507.12,9.91,349.24,869.97,87.77268536
2017,Charter Captains,2017CC093,7/23/2017,14:00,D. McGee,41.81290,-83.14743,9.24,1.52,26.72,0-2 meter intergraded,0.61,9.56,0.00823,0.00070,0.00753,29.937,14.091,1.137,0.000,19.855,28.800,2.004,110.029,139.966,69.843,1.72,2.90,0.21,1.35,0.58,6.17,419.33,197.37,15.93,0.00,557.65,403.40,62.07,1541.18,1960.50,31.58440274
2017,Charter Captains,2017CC094,7/23/2017,13:00,D. Lowther,41.77508,-83.17483,8.75,1.83,28.61,0-2 meter intergraded,0.54,11.35,0.00930,0.00077,0.00853,29.913,14.234,1.163,0.000,19.844,28.751,2.059,107.951,137.864,66.957,2.03,1.70,0.20,1.00,0.51,4.94,418.99,199.38,16.29,0.00,557.34,402.72,63.78,1512.07,1931.06,30.27905822
2017,Charter Captains,2017CC095,7/31/2017,11:25,D. Lowther,41.83557,-83.17503,9.46,7.00,25.78,0-2 meter intergraded,8.86,60.60,0.00605,0.00018,0.00587,41.246,0.747,2.040,0.000,9.644,39.206,0.712,44.943,86.189,121.052,0.00,28.25,0.00,8.95,0.05,37.19,577.73,10.46,28.57,0.00,270.86,549.16,22.05,629.52,1207.25,54.7418768
2017,Charter Captains,2017CC096,7/31/2017,12:50,R. Eickholt,41.77983,-82.89617,10.68,3.96,25.56,0-2 meter intergraded,0.09,5.45,0.00307,0.00078,0.00229,30.900,3.100,0.561,0.000,29.584,30.339,0.449,35.184,66.084,147.180,2.40,0.60,1.22,0.96,0.25,5.18,432.82,43.42,7.86,0.00,830.90,424.96,13.91,492.82,925.64,66.55762495
2017,Charter Captains,2017CC097,7/30/2017,17:00,D. Spangler,41.72797,-82.95622,10.13,3.05,25.61,0-2 meter intergraded,0.05,3.83,0.00315,0.00094,0.00221,32.027,0.000,0.547,0.000,28.530,31.480,0.345,22.961,54.988,159.386,1.19,0.68,0.63,0.67,0.21,3.18,448.60,0.00,7.66,0.00,801.29,440.94,10.69,321.61,770.22,72.07699361
2017,Charter Captains,2017CC098,7/31/2017,11:00,D. McGee,41.85428,-83.19053,8.63,1.83,26.11,0-2 meter intergraded,1.30,14.66,0.00416,0.00209,0.00207,101.274,0.497,2.433,0.000,5.824,98.841,0.631,33.503,134.777,213.593,,,,,,,1418.54,6.96,34.08,0.00,163.57,1384.47,19.54,469.28,1887.82,96.59046583
2017,Charter Captains,2017CC099,7/31/2017,11:45,J. Abele,41.61683,-82.72833,4.58,1.96,22.78,0-2 meter intergraded,0.61,16.48,0.00482,,,17.095,3.142,0.631,0.121,30.647,16.464,0.755,29.928,47.023,62.282,0.72,4.08,1.99,3.81,0.62,10.59,239.45,44.01,8.84,3.75,860.75,230.61,23.39,419.20,658.65,28.16509472
2017,Charter Captains,2017CC101,8/6/2017,13:37,J. Rumer,41.63330,-82.77807,8.78,1.68,23.06,0-2 meter intergraded,0.29,18.30,0.00497,0.00118,0.00379,24.660,3.025,0.668,0.060,19.467,23.992,0.857,32.766,57.426,67.008,0.56,3.65,4.38,3.23,0.74,11.83,345.41,42.37,9.36,1.86,546.75,336.06,26.54,458.95,804.37,30.30229901
2017,Charter Captains,2017CC102,8/7/2017,14:25,D. Lowther,41.57012,-82.90058,7.23,1.80,24.89,0-2 meter intergraded,0.25,19.24,0.00662,0.00184,0.00478,29.180,5.612,0.783,0.195,15.150,28.397,0.900,31.455,60.635,67.372,2.44,1.93,6.02,2.54,0.74,12.94,408.72,78.61,10.97,6.04,425.50,397.76,27.88,440.59,849.31,30.46693087
